FID,OBJECTID,EFF_DATE,SITE_NO,SITE_TYPE_,STATE_CODE,ARPT_ID,CITY,COUNTRY_CO,REGION_COD,ADO_CODE,STATE_NAME,COUNTY_NAM,COUNTY_ASS,ARPT_NAME,OWNERSHIP_,FACILITY_U,LAT_DEG,LAT_MIN,LAT_SEC,LAT_HEMIS,LAT_DECIMA,LONG_DEG,LONG_MIN,LONG_SEC,LONG_HEMIS,LONG_DECIM,SURVEY_MET,ELEV,ELEV_METHO,geometry
14687,15075,2022-12-01 00:00:00+00:00,23522.38,A,TX,2TA0,BURNET,US,ASW,TEX,TEXAS,ANDERSON,TX,SHALE VALLEY RANCH,PR,PR,30,50,42.595,N,30.84516528,98,16,22.49,W,-98.27291389,E,1417.0,E,POINT (-98.2729138890476 30.8451652775986)
14689,15077,2022-12-01 00:00:00+00:00,23523.,A,TX,TA42,BURTON,US,ASW,TEX,TEXAS,WASHINGTON,TX,TWISTED T FLD,PR,PR,30,15,36.82,N,30.26022778,96,35,52.21,W,-96.59783611,E,316.0,E,POINT (-96.5978361109226 30.2602277775645)
14690,15078,2022-12-01 00:00:00+00:00,23524.,A,TX,08TS,BYNUM,US,ASW,TEX,TEXAS,ANDERSON,TX,FLYING G RANCH,PR,PR,32,1,45.62,N,32.02933889,97,0,38.19,W,-97.01060833,E,664.0,E,POINT (-97.0106083332222 32.0293388892421)
14691,15079,2022-12-01 00:00:00+00:00,23524.01,A,TX,28TT,BYNUM,US,ASW,TEX,TEXAS,HILL,TX,LEFT WING LOW,PR,PR,31,59,45.06,N,31.99585,97,0,7.74,W,-97.00215,E,596.0,E,POINT (-97.0021500004245 31.9958500001298)
14692,15080,2022-12-01 00:00:00+00:00,23525.,A,TX,7F3,CADDO MILLS,US,ASW,TEX,TEXAS,HUNT,TX,CADDO MILLS MUNI,PU,PU,33,2,10.4,N,33.03622222,96,14,35.3,W,-96.24313889,E,541.6,S,POINT (-96.2431388892714 33.0362222222043)
14693,15081,2022-12-01 00:00:00+00:00,23525.1,A,TX,18TX,CADDO MILLS,US,ASW,TEX,TEXAS,HUNT,TX,FLYING 'T' RANCH,PR,PR,32,57,9.0,N,32.9525,96,13,41.0,W,-96.22805556,E,545.0,E,POINT (-96.2280555558135 32.9524999998879)
14694,15082,2022-12-01 00:00:00+00:00,23525.11,A,TX,XA33,CADDO MILLS,US,ASW,TEX,TEXAS,HUNT,TX,THORNY WOODS,PR,PR,32,57,31.33,N,32.95870278,96,15,51.92,W,-96.26442222,E,540.0,E,POINT (-96.2644222223438 32.9587027780602)
14695,15083,2022-12-01 00:00:00+00:00,23535.,A,TX,RWV,CALDWELL,US,ASW,TEX,TEXAS,BURLESON,TX,CALDWELL MUNI,PU,PU,30,30,55.7074,N,30.51547428,96,42,14.7088,W,-96.70408578,E,390.6,S,POINT (-96.7040857776765 30.5154742779922)
14697,15085,2022-12-01 00:00:00+00:00,23535.02,A,TX,7TA5,CALDWELL,US,ASW,TEX,TEXAS,BURLESON,TX,WEBER RANCH,PR,PR,30,35,13.724,N,30.58714556,96,38,2.899,W,-96.63413861,E,350.0,E,POINT (-96.6341386107921 30.5871455552273)
14698,15086,2022-12-01 00:00:00+00:00,23535.15,A,TX,49TA,CALDWELL,US,ASW,TEX,TEXAS,BURLESON,TX,LAUDERDALE,PR,PR,30,29,12.89,N,30.48691389,96,47,11.28,W,-96.78646667,E,433.0,E,POINT (-96.7864666665456 30.4869138889134)
14700,15088,2022-12-01 00:00:00+00:00,23538.,A,TX,90TX,CALLAGHAN,US,ASW,TEX,TEXAS,WEBB,TX,CALLAGHAN RANCH,PR,PR,27,52,46.0,N,27.87944444,99,23,48.0,W,-99.39666667,E,635.0,E,POINT (-99.3966666668276 27.8794444441788)
14701,15089,2022-12-01 00:00:00+00:00,23538.4,A,TX,91TX,CALLIHAM,US,ASW,TEX,TEXAS,MC MULLEN,TX,PAISANO RANCH,PR,PR,28,23,48.986,N,28.39694056,98,21,46.041,W,-98.36278917,E,235.0,S,POINT (-98.3627891663122 28.3969405554264)
14702,15090,2022-12-01 00:00:00+00:00,23540.,A,TX,T35,CAMERON,US,ASW,TEX,TEXAS,MILAM,TX,CAMERON MUNI AIRPARK,PU,PU,30,52,44.41,N,30.87900278,96,58,19.965,W,-96.9722125,E,402.0,E,POINT (-96.9722125000259 30.8790027776391)
14703,15091,2022-12-01 00:00:00+00:00,23543.,A,TX,TS11,CAMPBELL,US,ASW,TEX,TEXAS,HUNT,TX,GLENMAR,PR,PR,33,6,25.415,N,33.10705972,95,55,47.88,W,-95.92996667,E,531.0,E,POINT (-95.9299666662261 33.1070597219095)
14704,15092,2022-12-01 00:00:00+00:00,23543.01,A,TX,38TT,CAMPBELL,US,ASW,TEX,TEXAS,HUNT,TX,OLYMPUS,PR,PR,33,10,4.15,N,33.16781944,95,58,49.34,W,-95.98037222,E,613.0,E,POINT (-95.9803722219829 33.1678194447759)
14705,15093,2022-12-01 00:00:00+00:00,23543.5,A,TX,TE26,CAMBELLTON,US,ASW,TEX,TEXAS,ATASCOSA,TX,ARROW 'S' RANCH,PR,PR,28,46,40.48,N,28.77791111,98,20,37.37,W,-98.34371389,E,275.0,E,POINT (-98.3437138886149 28.7779111112459)
14706,15094,2022-12-01 00:00:00+00:00,23543.51,A,TX,0XA5,CAMPBELLTON,US,ASW,TEX,TEXAS,ATASCOSA,TX,74 RANCH,PR,PR,28,41,7.38,N,28.68538333,98,22,59.22,W,-98.38311667,E,316.6,E,POINT (-98.3831166667694 28.6853833336694)
14707,15095,2022-12-01 00:00:00+00:00,23544.01,A,TX,TE78,CAMP WOOD,US,ASW,TEX,TEXAS,UVALDE,TX,FOSSIL CREEK RANCH,PR,PR,29,34,7.32,N,29.5687,99,58,28.23,W,-99.97450833,E,1325.0,E,POINT (-99.9745083335619 29.5686999998054)
14708,15096,2022-12-01 00:00:00+00:00,23545.,A,TX,HHF,CANADIAN,US,ASW,TEX,TEXAS,HEMPHILL,TX,HEMPHILL COUNTY,PU,PU,35,53,42.4,N,35.89511111,100,24,14.0,W,-100.40388889,E,2396.4,S,POINT (-100.403888889109 35.8951111107983)
14709,15097,2022-12-01 00:00:00+00:00,23545.02,A,TX,TE04,CANADIAN,US,ASW,TEX,TEXAS,HEMPHILL,TX,SPLIT B RANCH,PR,PR,35,42,9.0,N,35.7025,100,17,6.0,W,-100.285,E,2580.0,E,POINT (-100.284999999969 35.7025000000644)
14710,15098,2022-12-01 00:00:00+00:00,23545.03,A,TX,XA96,CANADIAN,US,ASW,TEX,TEXAS,HEMPHILL,TX,EN GEDI RANCH,PR,PR,35,39,45.0,N,35.6625,100,19,26.0,W,-100.32388889,E,2800.0,E,POINT (-100.32388888878 35.6624999997528)
14712,15100,2022-12-01 00:00:00+00:00,23545.1,A,TX,14TT,CANADIAN,US,ASW,TEX,TEXAS,HEMPHILL,TX,MATHERS FLD,PR,PR,36,2,49.73,N,36.04714722,100,31,14.89,W,-100.52080278,E,2688.0,E,POINT (-100.520802778197 36.0471472224308)
14713,15101,2022-12-01 00:00:00+00:00,23546.,A,TX,XA95,CANDELARIA,US,ASW,TEX,TEXAS,PRESIDIO,TX,CANDELARIA,PR,PR,30,8,58.0,N,30.14944444,104,40,57.0,W,-104.6825,E,2913.0,E,POINT (-104.682500000298 30.1494444442984)
14714,15102,2022-12-01 00:00:00+00:00,23548.5,A,TX,7F5,CANTON,US,ASW,TEX,TEXAS,VAN ZANDT,TX,CANTON-HACKNEY,PU,PU,32,35,10.482,N,32.586245,95,51,45.877,W,-95.86274361,E,500.0,E,POINT (-95.8627436107965 32.5862450002056)
14715,15103,2022-12-01 00:00:00+00:00,23548.51,A,TX,TA86,CANTON,US,ASW,TEX,TEXAS,VAN ZANDT,TX,DENNIS'S FLYING FARM,PR,PR,32,36,21.479,N,32.60596639,95,56,5.882,W,-95.93496722,E,500.0,E,POINT (-95.9349672217985 32.6059663889858)
14716,15104,2022-12-01 00:00:00+00:00,23548.52,A,TX,TX43,CANTON,US,ASW,TEX,TEXAS,VAN ZANDT,TX,GOODE FLD,PR,PR,32,30,35.496,N,32.50986,96,0,9.888,W,-96.00274667,E,445.0,E,POINT (-96.0027466667657 32.50985999964)
14717,15105,2022-12-01 00:00:00+00:00,23548.53,A,TX,1TA7,CANTON,US,ASW,TEX,TEXAS,VAN ZANDT,TX,THOMPSON FLD,PR,PR,32,36,57.0,N,32.61583333,95,52,5.175,W,-95.86810417,E,518.0,E,POINT (-95.8681041662189 32.6158333333969)
14718,15106,2022-12-01 00:00:00+00:00,23548.54,A,TX,91TA,CANTON,US,ASW,TEX,TEXAS,VAN ZANDT,TX,RHINES ROOST,PR,PR,32,26,45.5,N,32.44597222,95,55,7.88,W,-95.91885556,E,540.0,E,POINT (-95.9188555553938 32.4459722220579)
14720,15108,2022-12-01 00:00:00+00:00,23548.56,A,TX,80XA,CANTON,US,ASW,TEX,TEXAS,VAN ZANDT,TX,KNIGHT TROW RANCH,PR,PR,32,29,15.0684,N,32.487519,95,57,16.2468,W,-95.954513,E,505.0,E,POINT (-95.9545130002107 32.4875190002594)
14721,15109,2022-12-01 00:00:00+00:00,23550.8,A,TX,34TS,CANYON LAKE,US,ASW,TEX,TEXAS,COMAL,TX,CANYON LAKE,PR,PR,29,54,56.78,N,29.91577222,98,14,51.05,W,-98.24751389,E,940.0,S,POINT (-98.2475138887435 29.9157722220747)
14722,15110,2022-12-01 00:00:00+00:00,23554.9,A,TX,27TX,CARMINE,US,ASW,TEX,TEXAS,FAYETTE,TX,SANDS HILL,PR,PR,30,7,10.0,N,30.11944444,96,42,44.0,W,-96.71222222,E,403.0,E,POINT (-96.7122222225483 30.1194444442949)
14723,15111,2022-12-01 00:00:00+00:00,23559.,A,TX,95TX,CARRIZO SPRINGS,US,ASW,TEX,TEXAS,WEBB,TX,CHUPADERA RANCH,PR,PR,28,11,32.982,N,28.192495,100,4,20.215,W,-100.07228194,E,651.0,S,POINT (-100.072281944656 28.1924949998626)
14724,15112,2022-12-01 00:00:00+00:00,23559.11,A,TX,1TS6,CARRIZO SPRINGS,US,ASW,TEX,TEXAS,DIMMIT,TX,DENTONIO RANCH,PR,PR,28,16,9.976,N,28.26943778,99,56,4.201,W,-99.93450028,E,825.0,E,POINT (-99.9345002777555 28.2694377780681)
14725,15113,2022-12-01 00:00:00+00:00,23559.12,A,TX,TA84,CARRIZO SPRINGS,US,ASW,TEX,TEXAS,DIMMIT,TX,MILLER RANCH,PR,PR,28,21,17.97,N,28.35499167,99,55,59.403,W,-99.9331675,E,750.0,E,POINT (-99.9331675003691 28.3549916670206)
14726,15114,2022-12-01 00:00:00+00:00,23559.13,A,TX,2XS2,CARRIZO SPRINGS,US,ASW,TEX,TEXAS,MAVERICK,TX,INDIO-FAITH,PR,PR,28,15,48.291,N,28.26341417,100,9,45.856,W,-100.16273778,E,756.8,S,POINT (-100.162737777936 28.2634141663846)
14727,15115,2022-12-01 00:00:00+00:00,23559.14,A,TX,XA89,CARRIZO SPRINGS,US,ASW,TEX,TEXAS,DIMMIT,TX,FAITH RANCH,PR,PR,28,12,30.8,N,28.20855556,100,1,7.7,W,-100.01880556,E,772.5,S,POINT (-100.018805555593 28.2085555558479)
14728,15116,2022-12-01 00:00:00+00:00,23559.2,A,TX,97TX,CARRIZO SPRINGS,US,ASW,TEX,TEXAS,DIMMIT,TX,SAN PEDRO RANCH,PR,PR,28,17,0.971,N,28.28360306,100,4,1.219,W,-100.06700528,E,710.0,E,POINT (-100.067005277508 28.2836030556044)
14729,15117,2022-12-01 00:00:00+00:00,23560.,A,TX,CZT,CARRIZO SPRINGS,US,ASW,TEX,TEXAS,DIMMIT,TX,DIMMIT COUNTY,PU,PU,28,31,20.1,N,28.52225,99,49,25.1,W,-99.82363889,E,598.1,S,POINT (-99.823638888505 28.5222500003851)
14733,15121,2022-12-01 00:00:00+00:00,23564.13,A,TX,2TA9,CARTA VALLEY,US,ASW,TEX,TEXAS,EDWARDS,TX,MAFRIGE RANCH INC,PR,PR,29,48,40.33,N,29.81120278,100,41,13.72,W,-100.68714444,E,1847.0,E,POINT (-100.687144444585 29.8112027778572)
14734,15122,2022-12-01 00:00:00+00:00,23564.14,A,TX,65TS,CARTA VALLEY,US,ASW,TEX,TEXAS,EDWARDS,TX,MARTIN RANCH,PR,PR,29,42,44.31,N,29.71230833,100,35,2.66,W,-100.58407222,E,1724.0,E,POINT (-100.584072222297 29.7123083332096)
14735,15123,2022-12-01 00:00:00+00:00,23565.1,A,TX,4F2,CARTHAGE,US,ASW,TEX,TEXAS,PANOLA,TX,PANOLA COUNTY-SHARPE FLD,PU,PU,32,10,33.9,N,32.17608333,94,17,55.7,W,-94.29880556,E,248.0,S,POINT (-94.2988055559296 32.1760833333206)
14737,15125,2022-12-01 00:00:00+00:00,23574.1,A,TX,CVB,CASTROVILLE,US,ASW,TEX,TEXAS,MEDINA,TX,CASTROVILLE MUNI,PU,PU,29,20,32.6,N,29.34238889,98,51,4.4,W,-98.85122222,E,773.9,S,POINT (-98.8512222224872 29.3423888888376)
14738,15126,2022-12-01 00:00:00+00:00,23574.11,A,TX,TE13,CASTROVILLE,US,ASW,TEX,TEXAS,MEDINA,TX,WEIBLEN,PR,PR,29,24,0.84,N,29.40023333,98,53,15.1,W,-98.88752778,E,830.0,E,POINT (-98.887527777527 29.400233333253)
14739,15127,2022-12-01 00:00:00+00:00,23574.12,A,TX,XS86,CASTROVILLE,US,ASW,TEX,TEXAS,MEDINA,TX,T-RANCH,PR,PR,29,16,0.852,N,29.26690333,98,55,31.104,W,-98.92530667,E,880.0,E,POINT (-98.9253066666508 29.2669033332072)
14740,15128,2022-12-01 00:00:00+00:00,23575.,A,TX,99TX,CATARINA,US,ASW,TEX,TEXAS,DIMMIT,TX,BRIGGS RANCH,PR,PR,28,18,0.978,N,28.30027167,99,34,1.155,W,-99.5669875,E,520.0,E,POINT (-99.5669874998182 28.300271667044)
14741,15129,2022-12-01 00:00:00+00:00,23575.1,A,TX,1TE1,CATARINA,US,ASW,TEX,TEXAS,DIMMIT,TX,BRISCOES CATARINA RANCH,PR,PR,28,15,0.981,N,28.2502725,99,49,1.188,W,-99.81699667,E,650.0,E,POINT (-99.8169966662425 28.2502725000063)
14742,15130,2022-12-01 00:00:00+00:00,23575.11,A,TX,TE27,CATARINA,US,ASW,TEX,TEXAS,DIMMIT,TX,HARRISON PILONCILLO RANCH,PR,PR,28,15,15.985,N,28.25444028,99,35,57.159,W,-99.59921083,E,520.0,E,POINT (-99.5992108335259 28.2544402777707)
14743,15131,2022-12-01 00:00:00+00:00,23575.2,A,TX,0XS0,CATARINA,US,ASW,TEX,TEXAS,DIMMIT,TX,DIAMOND H RANCH,PR,PR,28,24,0.962,N,28.40026722,99,33,31.157,W,-99.55865472,E,511.0,S,POINT (-99.5586547218528 28.4002672222205)
14744,15132,2022-12-01 00:00:00+00:00,23575.21,A,TX,TS40,CATARINA,US,ASW,TEX,TEXAS,DIMMIT,TX,SAN YSIDRO RANCH,PR,PR,28,18,39.43,N,28.31095278,99,42,23.51,W,-99.70653056,E,595.0,E,POINT (-99.70653055548 28.3109527775287)
14745,15133,2022-12-01 00:00:00+00:00,23575.3,A,TX,9TS3,CATARINA,US,ASW,TEX,TEXAS,WEBB,TX,BELLA VISTA RANCH,PR,PR,28,5,8.06,N,28.08557222,99,37,14.97,W,-99.620825,E,787.0,E,POINT (-99.6208249999477 28.0855722220323)
14746,15134,2022-12-01 00:00:00+00:00,23575.31,A,TX,TS80,CATARINA,US,ASW,TEX,TEXAS,DIMMIT,TX,WILDLIFE/STROUD,PR,PR,28,22,30.465,N,28.37512917,100,0,22.72,W,-100.00631111,E,853.0,E,POINT (-100.006311111088 28.3751291669998)
14747,15135,2022-12-01 00:00:00+00:00,23575.481,A,TX,40XS,CEDAR PARK,US,ASW,TEX,TEXAS,WILLIAMSON,TX,HANK SASSER/BREAKAWAY,PR,PR,30,31,3.485,N,30.51763472,97,46,50.945,W,-97.78081806,E,897.0,S,POINT (-97.7808180556079 30.5176347221843)
14749,15137,2022-12-01 00:00:00+00:00,23575.61,A,TX,79TS,CELINA,US,ASW,TEX,TEXAS,COLLIN,TX,TALLOWS FLD,PR,PR,33,18,15.411,N,33.30428083,96,44,49.984,W,-96.74721778,E,729.0,E,POINT (-96.7472177778841 33.3042808331467)
14750,15138,2022-12-01 00:00:00+00:00,23575.64,A,TX,T80,CELINA,US,ASW,TEX,TEXAS,COLLIN,TX,BISHOP'S LANDING,PR,PU,33,22,35.475,N,33.37652083,96,43,44.17,W,-96.72893611,E,750.0,E,POINT (-96.7289361114347 33.3765208335757)
14751,15139,2022-12-01 00:00:00+00:00,23577.,A,TX,9S1,CELINA,US,ASW,TEX,TEXAS,COLLIN,TX,FOUR WINDS,PR,PU,33,22,5.795,N,33.36827639,96,45,16.9,W,-96.75469444,E,790.0,E,POINT (-96.7546944443157 33.3682763885679)
14752,15140,2022-12-01 00:00:00+00:00,23579.,A,TX,F17,CENTER,US,ASW,TEX,TEXAS,SHELBY,TX,CENTER MUNI,PU,PU,31,49,53.7,N,31.83158333,94,9,23.1,W,-94.15641667,E,318.6,S,POINT (-94.1564166670922 31.8315833331057)
14753,15141,2022-12-01 00:00:00+00:00,23579.3,A,TX,TX45,CENTER,US,ASW,TEX,TEXAS,SHELBY,TX,HAWKEYE HUNTING CLUB,PR,PR,31,46,0.582,N,31.76682833,97,7,46.013,W,-97.12944806,E,260.0,E,POINT (-97.1294480557697 31.7668283330944)
14754,15142,2022-12-01 00:00:00+00:00,23579.9,A,TX,TE01,CENTERVILLE,US,ASW,TEX,TEXAS,LEON,TX,DILLARD RANCH,PR,PR,31,18,17.649,N,31.3049025,95,47,47.835,W,-95.79662083,E,225.0,E,POINT (-95.7966208334863 31.3049024998245)
14755,15143,2022-12-01 00:00:00+00:00,23579.91,A,TX,24TA,CENTERVILLE,US,ASW,TEX,TEXAS,LEON,TX,MOORE RANCH,PR,PR,31,12,47.656,N,31.21323778,95,49,38.833,W,-95.82745361,E,315.0,E,POINT (-95.8274536110668 31.2132377780357)
14756,15144,2022-12-01 00:00:00+00:00,23579.92,A,TX,70TA,CENTERVILLE,US,ASW,TEX,TEXAS,LEON,TX,ZOCH,PR,PR,31,11,36.61,N,31.19350278,95,53,37.43,W,-95.89373056,E,301.0,E,POINT (-95.8937305554493 31.1935027778432)
14758,15146,2022-12-01 00:00:00+00:00,23585.,A,TX,TX70,CHAPPELL HILL,US,ASW,TEX,TEXAS,AUSTIN,TX,EBERLY RANCH,PR,PR,30,3,6.8,N,30.05188889,96,13,5.66,W,-96.21823889,E,280.0,E,POINT (-96.2182388885595 30.0518888889343)
14759,15147,2022-12-01 00:00:00+00:00,23586.05,A,TX,02TS,CHARLOTTE,US,ASW,TEX,TEXAS,ATASCOSA,TX,EL TESORO RANCH,PR,PR,28,39,45.51,N,28.66264167,98,43,23.14,W,-98.72309444,E,334.0,E,POINT (-98.723094444518 28.6626416663111)
14760,15148,2022-12-01 00:00:00+00:00,23587.,A,TX,1XA8,CHATFIELD,US,ASW,TEX,TEXAS,NAVARRO,TX,HACKBERRY,PR,PR,32,13,57.02,N,32.23250556,96,23,51.04,W,-96.39751111,E,433.0,E,POINT (-96.3975111108612 32.2325055555328)
14761,15149,2022-12-01 00:00:00+00:00,23588.11,A,TX,41TX,CHEROKEE,US,ASW,TEX,TEXAS,SAN SABA,TX,J RANCH,PR,PR,30,58,29.05,N,30.97473611,98,38,33.35,W,-98.64259722,E,1480.0,E,POINT (-98.6425972221884 30.974736111494)
14762,15150,2022-12-01 00:00:00+00:00,23591.,A,TX,XA07,CHICO,US,ASW,TEX,TEXAS,WISE,TX,SPECTRE FLD,PR,PR,33,16,30.0,N,33.275,97,43,0.0,W,-97.71666667,E,835.0,E,POINT (-97.7166666662231 33.2750000001331)
14763,15151,2022-12-01 00:00:00+00:00,23591.01,A,TX,69XA,CHICO,US,ASW,TEX,TEXAS,WISE,TX,RICHEY AIRFIELD,PR,PR,33,20,59.84,N,33.34995556,97,46,34.34,W,-97.77620556,E,950.0,E,POINT (-97.7762055551703 33.3499555554416)
14764,15152,2022-12-01 00:00:00+00:00,23593.,A,TX,CDS,CHILDRESS,US,ASW,TEX,TEXAS,CHILDRESS,TX,CHILDRESS MUNI,PU,PU,34,26,1.6,N,34.43377778,100,17,16.8,W,-100.288,E,1953.8,S,POINT (-100.288000000217 34.4337777779323)
14766,15154,2022-12-01 00:00:00+00:00,23595.22,A,TX,4TA2,CHINA SPRING,US,ASW,TEX,TEXAS,BOSQUE,TX,V-BAR,PR,PR,31,44,32.1,N,31.74225,97,19,11.5,W,-97.31986111,E,565.0,E,POINT (-97.3198611114615 31.7422500003649)
14767,15155,2022-12-01 00:00:00+00:00,23595.3,A,TX,04TX,CHINA SPRING,US,ASW,TEX,TEXAS,BOSQUE,TX,POCOCK,PR,PR,31,43,56.0,N,31.73222222,97,22,8.0,W,-97.36888889,E,565.0,E,POINT (-97.3688888887277 31.7322222224239)
14768,15156,2022-12-01 00:00:00+00:00,23595.31,A,TX,3T8,CHINA SPRING,US,ASW,TEX,TEXAS,MC LENNAN,TX,WILDCAT CANYON,PR,PU,31,40,42.8,N,31.67855556,97,21,45.2,W,-97.36255556,E,660.0,E,POINT (-97.3625555557689 31.6785555558937)
14769,15157,2022-12-01 00:00:00+00:00,23595.5,A,TX,20XS,CHISHOLM,US,ASW,TEX,TEXAS,ROCKWALL,TX,KLUTTS FLD,PR,PR,32,50,7.02,N,32.83528333,96,22,43.43,W,-96.37873056,E,495.0,E,POINT (-96.3787305551373 32.835283333062)
14770,15158,2022-12-01 00:00:00+00:00,23602.,A,TX,3F2,CISCO,US,ASW,TEX,TEXAS,EASTLAND,TX,CISCO MUNI,PU,PU,32,24,54.1,N,32.41502778,98,59,48.6,W,-98.99683333,E,1621.0,E,POINT (-98.9968333332144 32.4150277775665)
14771,15159,2022-12-01 00:00:00+00:00,23602.01,A,TX,48XA,CISCO,US,ASW,TEX,TEXAS,EASTLAND,TX,SPRING RANCH,PR,PR,32,19,9.69,N,32.31935833,98,59,16.57,W,-98.98793611,E,1652.0,E,POINT (-98.9879361114167 32.3193583330934)
14772,15160,2022-12-01 00:00:00+00:00,23602.4,A,TX,GZN,CISCO,US,ASW,TEX,TEXAS,EASTLAND,TX,GREGORY M SIMMONS MEML,PR,PU,32,21,57.0,N,32.36583333,99,1,25.3,W,-99.02369444,E,1711.1,S,POINT (-99.0236944442264 32.3658333332191)
14773,15161,2022-12-01 00:00:00+00:00,23606.,A,TX,62XS,CLAIRETTE,US,ASW,TEX,TEXAS,ERATH,TX,J F RANCH,PR,PR,32,1,20.525,N,32.02236806,98,8,1.134,W,-98.13364833,E,1220.0,E,POINT (-98.1336483337569 32.0223680556449)
14774,15162,2022-12-01 00:00:00+00:00,23607.1,A,TX,E34,CLARENDON,US,ASW,TEX,TEXAS,DONLEY,TX,SMILEY JOHNSON MUNI/BASS FLD,PU,PU,34,54,41.4,N,34.9115,100,52,9.7,W,-100.86936111,E,2832.9,S,POINT (-100.869361110826 34.9114999999206)
14775,15163,2022-12-01 00:00:00+00:00,23608.3,A,TX,LBR,CLARKSVILLE,US,ASW,TEX,TEXAS,RED RIVER,TX,CLARKSVILLE/RED RIVER CTY-J D TRISSELL FLD,PU,PU,33,35,33.505,N,33.59264028,95,3,50.93,W,-95.06414722,E,440.0,E,POINT (-95.0641472224507 33.5926402779306)
14776,15164,2022-12-01 00:00:00+00:00,23617.,A,TX,CPT,CLEBURNE,US,ASW,TEX,TEXAS,JOHNSON,TX,CLEBURNE RGNL,PU,PU,32,21,13.5,N,32.35375,97,26,1.5,W,-97.43375,E,854.2,S,POINT (-97.4337500001876 32.3537500003663)
14777,15165,2022-12-01 00:00:00+00:00,23617.01,A,TX,TX46,CLEBURNE,US,ASW,TEX,TEXAS,JOHNSON,TX,BLACKWOOD AIRPARK,PR,PR,32,24,34.51,N,32.40958611,97,23,14.062,W,-97.38723944,E,820.0,E,POINT (-97.3872394442813 32.4095861109911)
14779,15167,2022-12-01 00:00:00+00:00,23617.7,A,TX,13TX,CLEBURNE,US,ASW,TEX,TEXAS,JOHNSON,TX,GOATNECK,PR,PR,32,9,12.2,N,32.15338889,97,33,33.2,W,-97.55922222,E,575.0,E,POINT (-97.5592222225313 32.1533888890893)
14780,15168,2022-12-01 00:00:00+00:00,23619.,A,TX,6R3,CLEVELAND,US,ASW,TEX,TEXAS,LIBERTY,TX,CLEVELAND MUNI,PU,PU,30,21,23.2,N,30.35644444,95,0,28.9,W,-95.00802778,E,150.1,S,POINT (-95.008027777819 30.356444444119)
14781,15169,2022-12-01 00:00:00+00:00,23619.1,A,TX,0TS5,CLEVELAND,US,ASW,TEX,TEXAS,SAN JACINTO,TX,BASS BREEZE RANCH,PR,PR,30,26,30.738,N,30.44187167,95,11,10.773,W,-95.18632583,E,230.0,E,POINT (-95.1863258328906 30.4418716670104)
14782,15170,2022-12-01 00:00:00+00:00,23619.2,A,TX,06TE,CLEVELAND,US,ASW,TEX,TEXAS,LIBERTY,TX,CAVOK AIRPARK,PR,PR,30,18,46.65,N,30.31295833,95,1,38.225,W,-95.02728472,E,132.0,E,POINT (-95.0272847218161 30.3129583330223)
14783,15171,2022-12-01 00:00:00+00:00,23619.21,A,TX,42TT,CLEVELAND,US,ASW,TEX,TEXAS,SAN JACINTO,TX,DUKE INTL,PR,PR,30,27,20.13,N,30.45559167,95,13,50.86,W,-95.23079444,E,250.0,E,POINT (-95.2307944444942 30.4555916669791)
14784,15172,2022-12-01 00:00:00+00:00,23625.1,A,TX,7F7,CLIFTON,US,ASW,TEX,TEXAS,BOSQUE,TX,CLIFTON MUNI/ISENHOWER FLD,PU,PU,31,49,1.68,N,31.81713333,97,34,10.45,W,-97.56956944,E,760.0,E,POINT (-97.5695694446735 31.817133333017)
14785,15173,2022-12-01 00:00:00+00:00,23625.13,A,TX,TX48,CLIFTON,US,ASW,TEX,TEXAS,BOSQUE,TX,TALLEY,PR,PR,31,49,56.0,N,31.83222222,97,43,8.0,W,-97.71888889,E,880.0,E,POINT (-97.7188888889285 31.8322222220706)
14786,15174,2022-12-01 00:00:00+00:00,23625.7,A,TX,TA62,CLINT,US,ASW,TEX,TEXAS,EL PASO,TX,RANCHO SAN LORENZO,PR,PR,31,33,30.78,N,31.55855,106,12,13.07,W,-106.20363056,E,3628.0,E,POINT (-106.203630555184 31.5585499999843)
14788,15176,2022-12-01 00:00:00+00:00,23625.81,A,TX,4XA3,CLYDE,US,ASW,TEX,TEXAS,CALLAHAN,TX,OWEN FLD,PR,PR,32,15,13.0,N,32.25361111,99,29,55.0,W,-99.49861111,E,1971.0,E,POINT (-99.49861111087 32.253611111204)
14789,15177,2022-12-01 00:00:00+00:00,23627.905,A,TX,75XA,COLDSPRING,US,ASW,TEX,TEXAS,SAN JACINTO,TX,ROCKING B CATTLE,PR,PR,30,32,9.005,N,30.53583472,95,5,1.345,W,-95.08370694,E,287.0,E,POINT (-95.0837069445127 30.5358347219084)
14790,15178,2022-12-01 00:00:00+00:00,23630.,A,TX,COM,COLEMAN,US,ASW,TEX,TEXAS,COLEMAN,TX,COLEMAN MUNI,PU,PU,31,50,28.1,N,31.84113889,99,24,13.0,W,-99.40361111,E,1696.8,S,POINT (-99.4036111110978 31.8411388891837)
14791,15179,2022-12-01 00:00:00+00:00,23630.18,A,TX,88XS,COLEMAN,US,ASW,TEX,TEXAS,COLEMAN,TX,RANCH AT DOUBLE GATES,PR,PR,31,36,1.629,N,31.6004525,99,24,57.724,W,-99.41603444,E,1631.2,S,POINT (-99.4160344440662 31.6004525001817)
